Label,Date,Close/Last,Volume,Open,High,Low
Facebook,10/28/22,$99.20 ,95928310,$99.58 ,$100.85 ,$97.51 
Facebook,10/27/22,$97.94 ,232316600,$97.98 ,$102.50 ,$96.38 
Facebook,10/26/22,$129.82 ,89294680,$131.68 ,$135.55 ,$128.53 
Facebook,10/25/22,$137.51 ,38433220,$130.88 ,$138.35 ,$130.59 
Facebook,10/24/22,$129.72 ,63563450,$127.25 ,$133.48 ,$124.57 
Facebook,10/21/22,$130.01 ,46348650,$126.31 ,$130.12 ,$125.44 
Facebook,10/20/22,$131.53 ,26356280,$132.93 ,$136.77 ,$131.31 
Facebook,10/19/22,$133.23 ,30691050,$132.89 ,$137.00 ,$132.22 
Facebook,10/18/22,$132.80 ,25444980,$137.09 ,$137.84 ,$131.40 
Facebook,10/17/22,$134.04 ,29612250,$130.30 ,$134.79 ,$130.18 
Facebook,10/14/22,$126.76 ,23559410,$131.00 ,$131.79 ,$126.52 
Facebook,10/13/22,$130.29 ,34325720,$123.53 ,$131.14 ,$122.53 
Facebook,10/12/22,$127.50 ,34605250,$128.32 ,$129.67 ,$126.25 
Facebook,10/11/22,$128.54 ,38481400,$131.62 ,$132.66 ,$126.99 
Facebook,10/10/22,$133.79 ,24023980,$133.55 ,$136.11 ,$131.87 
Facebook,10/7/22,$133.45 ,33214770,$136.76 ,$138.29 ,$132.44 
Facebook,10/6/22,$139.07 ,36231060,$137.72 ,$141.45 ,$136.60 
Facebook,10/5/22,$138.98 ,27979350,$138.24 ,$140.21 ,$134.78 
Facebook,10/4/22,$140.28 ,34670730,$140.49 ,$142.39 ,$139.34 
Facebook,10/3/22,$138.61 ,27723060,$137.14 ,$139.62 ,$136.10 
Facebook,9/30/22,$135.68 ,33166390,$136.05 ,$140.99 ,$135.50 
Facebook,9/29/22,$136.41 ,38985410,$139.36 ,$139.84 ,$135.20 
Facebook,9/28/22,$141.61 ,32658480,$134.62 ,$142.03 ,$134.27 
Facebook,9/27/22,$134.40 ,30826470,$137.92 ,$139.42 ,$134.12 
Facebook,9/26/22,$136.37 ,30497020,$140.12 ,$142.24 ,$136.19 
Facebook,9/23/22,$140.41 ,31710690,$141.42 ,$142.62 ,$138.89 
Facebook,9/22/22,$142.82 ,34418520,$141.55 ,$144.58 ,$140.87 
Facebook,9/21/22,$142.12 ,38338610,$146.39 ,$149.60 ,$142.00 
Facebook,9/20/22,$146.09 ,23217350,$145.78 ,$148.84 ,$145.22 
Facebook,9/19/22,$148.02 ,22169480,$145.24 ,$148.58 ,$145.10 
Facebook,9/16/22,$146.29 ,40122820,$148.05 ,$148.58 ,$144.29 
Facebook,9/15/22,$149.55 ,34606350,$149.80 ,$154.20 ,$148.70 
Facebook,9/14/22,$151.47 ,43064200,$153.33 ,$153.54 ,$149.05 
Facebook,9/13/22,$153.13 ,44444060,$161.54 ,$161.63 ,$152.67 
Facebook,9/12/22,$168.96 ,23220410,$167.39 ,$171.39 ,$167.28 
Facebook,9/9/22,$169.15 ,22129800,$163.25 ,$169.54 ,$163.02 
Facebook,9/8/22,$162.06 ,22530790,$158.71 ,$162.23 ,$157.74 
Facebook,9/7/22,$160.39 ,16831180,$157.76 ,$160.96 ,$156.81 
Facebook,9/6/22,$158.54 ,19339780,$160.10 ,$161.69 ,$157.69 
Facebook,9/2/22,$160.32 ,22634190,$167.45 ,$167.93 ,$159.22 
Facebook,9/1/22,$165.36 ,30145680,$163.58 ,$167.36 ,$160.35 
Facebook,8/31/22,$162.93 ,40952980,$167.07 ,$167.84 ,$162.14 
Facebook,8/30/22,$157.16 ,19567950,$160.36 ,$161.66 ,$155.91 
Facebook,8/29/22,$159.17 ,20052660,$160.66 ,$163.05 ,$159.01 
Facebook,8/26/22,$161.78 ,24023630,$168.48 ,$170.92 ,$161.67 
Facebook,8/25/22,$168.78 ,15550510,$165.18 ,$168.88 ,$164.02 
Facebook,8/24/22,$163.26 ,20891480,$160.60 ,$165.46 ,$159.77 
Facebook,8/23/22,$161.11 ,18111780,$162.48 ,$165.05 ,$160.70 
Facebook,8/22/22,$163.05 ,19499710,$165.49 ,$165.49 ,$162.26 
Facebook,8/19/22,$167.96 ,26240800,$170.20 ,$172.32 ,$167.05 
Facebook,8/18/22,$174.66 ,18844450,$174.34 ,$175.76 ,$171.86 
Facebook,8/17/22,$174.85 ,20118130,$176.76 ,$178.14 ,$174.17 
Facebook,8/16/22,$179.47 ,21156710,$179.44 ,$180.99 ,$177.04 
Facebook,8/15/22,$180.89 ,15878670,$178.96 ,$181.44 ,$178.20 
Facebook,8/12/22,$180.50 ,21274050,$180.81 ,$181.46 ,$178.91 
Facebook,8/11/22,$177.49 ,24079060,$179.71 ,$183.10 ,$176.37 
Facebook,8/10/22,$178.34 ,30262130,$175.99 ,$180.48 ,$173.95 
Facebook,8/9/22,$168.53 ,18655060,$168.95 ,$169.53 ,$166.60 
Facebook,8/8/22,$170.25 ,27299110,$168.00 ,$177.51 ,$167.13 
Facebook,8/5/22,$167.11 ,25832700,$166.99 ,$171.61 ,$165.80 
Facebook,8/4/22,$170.57 ,23938210,$168.30 ,$172.15 ,$166.80 
Facebook,8/3/22,$168.80 ,31717530,$162.69 ,$169.54 ,$161.57 
Facebook,8/2/22,$160.19 ,27374520,$158.31 ,$162.24 ,$158.01 
Facebook,8/1/22,$159.93 ,40596700,$157.25 ,$165.19 ,$155.23 
Facebook,7/29/22,$159.10 ,42065400,$157.69 ,$160.14 ,$155.17 
Facebook,7/28/22,$160.72 ,73214330,$161.06 ,$161.51 ,$154.85 
Facebook,7/27/22,$169.58 ,43846560,$162.59 ,$170.87 ,$162.02 
Facebook,7/26/22,$159.15 ,28468420,$165.94 ,$166.00 ,$157.95 
Facebook,7/25/22,$166.65 ,26166330,$169.00 ,$170.57 ,$164.81 
Facebook,7/22/22,$169.27 ,42583920,$173.07 ,$175.60 ,$168.41 
Facebook,7/21/22,$183.17 ,27195820,$180.63 ,$183.85 ,$178.87 
Facebook,7/20/22,$183.09 ,24784270,$177.49 ,$183.60 ,$176.70 
Facebook,7/19/22,$175.78 ,25933680,$170.37 ,$176.49 ,$169.51 
Facebook,7/18/22,$167.23 ,23574340,$166.75 ,$171.69 ,$165.64 
Facebook,7/15/22,$164.70 ,23342810,$160.54 ,$164.98 ,$159.82 
Facebook,7/14/22,$158.05 ,23765170,$161.22 ,$162.59 ,$157.28 
Facebook,7/13/22,$163.49 ,16555140,$160.16 ,$164.98 ,$159.61 
Facebook,7/12/22,$163.27 ,16639660,$164.80 ,$165.91 ,$162.10 
Facebook,7/11/22,$162.88 ,21905130,$167.07 ,$167.49 ,$161.91 
Facebook,7/8/22,$170.88 ,19249240,$169.98 ,$172.40 ,$168.15 
Facebook,7/7/22,$172.19 ,24083370,$169.45 ,$172.72 ,$167.78 
Facebook,7/6/22,$169.77 ,23085920,$168.20 ,$171.59 ,$165.46 
Facebook,7/5/22,$168.19 ,28664800,$158.14 ,$168.25 ,$157.02 
Facebook,7/1/22,$160.03 ,31423930,$160.31 ,$160.62 ,$155.00 
Facebook,6/30/22,$161.25 ,35250610,$162.15 ,$165.23 ,$158.49 
Facebook,6/29/22,$163.94 ,28595240,$163.57 ,$166.33 ,$160.32 
Facebook,6/28/22,$160.68 ,27788730,$169.90 ,$171.30 ,$160.61 
Facebook,6/27/22,$169.49 ,29174560,$171.32 ,$171.75 ,$168.01 
Facebook,6/24/22,$170.16 ,68736010,$161.73 ,$170.25 ,$161.30 
Facebook,6/23/22,$158.75 ,40499200,$156.27 ,$159.75 ,$154.25 
Facebook,6/22/22,$155.85 ,47596820,$158.38 ,$160.79 ,$155.44 
Facebook,6/21/22,$157.05 ,50724900,$165.93 ,$167.76 ,$155.97 
Facebook,6/17/22,$163.74 ,31374220,$161.68 ,$165.90 ,$159.90 
Facebook,6/16/22,$160.87 ,26944140,$163.72 ,$165.08 ,$159.61 
Facebook,6/15/22,$169.35 ,30008250,$167.20 ,$172.16 ,$163.98 
Facebook,6/14/22,$163.73 ,27244270,$166.03 ,$166.75 ,$161.36 
Facebook,6/13/22,$164.26 ,31749300,$170.59 ,$172.58 ,$164.03 
Facebook,6/10/22,$175.57 ,27478350,$183.04 ,$183.10 ,$175.02 
Facebook,6/9/22,$184.00 ,23501580,$194.28 ,$199.45 ,$183.68 
Facebook,6/8/22,$196.64 ,22267150,$194.67 ,$202.03 ,$194.41 
Facebook,6/7/22,$195.65 ,18828690,$191.93 ,$196.53 ,$191.49 
Facebook,6/6/22,$194.25 ,30574240,$193.99 ,$196.92 ,$188.40 
Facebook,6/3/22,$190.78 ,19464990,$195.98 ,$196.61 ,$189.78 
Facebook,6/2/22,$198.86 ,31951580,$188.45 ,$200.94 ,$187.73 
Facebook,6/1/22,$188.64 ,36623500,$196.51 ,$199.53 ,$185.00 
Facebook,5/31/22,$193.64 ,26131100,$194.89 ,$197.60 ,$192.01 
Facebook,5/27/22,$195.13 ,22562730,$191.36 ,$195.33 ,$189.80 
Facebook,5/26/22,$191.63 ,23056460,$182.88 ,$192.83 ,$182.26 
Facebook,5/25/22,$183.83 ,28030190,$180.40 ,$185.45 ,$179.32 
Facebook,5/24/22,$181.28 ,50406270,$180.55 ,$183.68 ,$176.11 
Facebook,5/23/22,$196.23 ,25059160,$195.19 ,$196.99 ,$191.24 
Facebook,5/20/22,$193.54 ,31465570,$194.97 ,$197.91 ,$187.87 
Facebook,5/19/22,$191.29 ,24446940,$191.20 ,$195.29 ,$189.60 
Facebook,5/18/22,$192.24 ,23959970,$200.00 ,$201.00 ,$191.63 
Facebook,5/17/22,$202.62 ,24872730,$202.12 ,$205.46 ,$198.36 
Facebook,5/16/22,$200.04 ,27112600,$197.05 ,$205.37 ,$195.93 
Facebook,5/13/22,$198.62 ,24549840,$192.58 ,$199.89 ,$191.28 
Facebook,5/12/22,$191.24 ,38262230,$187.06 ,$198.05 ,$184.78 
Facebook,5/11/22,$188.74 ,31153380,$196.33 ,$200.67 ,$188.27 
Facebook,5/10/22,$197.65 ,34452490,$199.51 ,$202.96 ,$194.19 
Facebook,5/9/22,$196.21 ,36303200,$199.84 ,$202.57 ,$195.58 
Facebook,5/6/22,$203.77 ,34747160,$207.34 ,$209.38 ,$201.02 
Facebook,5/5/22,$208.28 ,41129190,$218.74 ,$220.17 ,$206.16 
Facebook,5/4/22,$223.41 ,41375880,$210.65 ,$224.30 ,$206.96 
Facebook,5/3/22,$212.03 ,41556270,$210.45 ,$214.90 ,$208.09 
Facebook,5/2/22,$211.13 ,49915290,$201.17 ,$211.88 ,$200.99 
Facebook,4/29/22,$200.47 ,49193430,$204.46 ,$212.48 ,$199.90 
Facebook,4/28/22,$205.73 ,100890600,$202.92 ,$208.53 ,$192.90 
Facebook,4/27/22,$174.95 ,71062890,$174.43 ,$181.21 ,$169.00 
Facebook,4/26/22,$180.95 ,31747430,$186.63 ,$187.19 ,$179.50 
Facebook,4/25/22,$186.99 ,29281060,$182.73 ,$187.18 ,$181.66 
Facebook,4/22/22,$184.11 ,36426770,$190.37 ,$192.72 ,$183.27 
Facebook,4/21/22,$188.07 ,49954080,$201.60 ,$202.97 ,$185.58 
Facebook,4/20/22,$200.42 ,43036530,$213.61 ,$214.16 ,$198.92 
Facebook,4/19/22,$217.31 ,20089870,$210.52 ,$218.43 ,$209.00 
Facebook,4/18/22,$210.77 ,16580790,$210.00 ,$213.38 ,$208.30 
Facebook,4/14/22,$210.18 ,18379460,$214.89 ,$214.99 ,$210.00 
Facebook,4/13/22,$214.99 ,19231820,$211.82 ,$216.61 ,$211.33 
Facebook,4/12/22,$214.14 ,20128830,$220.24 ,$222.03 ,$213.13 
Facebook,4/11/22,$216.46 ,20516590,$218.42 ,$220.61 ,$215.22 
Facebook,4/8/22,$222.33 ,18375710,$222.38 ,$225.13 ,$220.03 
Facebook,4/7/22,$222.95 ,21037190,$223.93 ,$225.52 ,$218.56 
Facebook,4/6/22,$223.30 ,28995080,$226.91 ,$228.99 ,$221.41 
Facebook,4/5/22,$231.84 ,29727180,$234.08 ,$236.86 ,$231.02 
Facebook,4/4/22,$233.89 ,28100830,$225.98 ,$234.35 ,$225.86 
Facebook,4/1/22,$224.85 ,19544760,$224.55 ,$227.28 ,$222.70 
Facebook,3/31/22,$222.36 ,24192270,$228.45 ,$228.49 ,$222.26 
Facebook,3/30/22,$227.85 ,25588050,$228.91 ,$231.15 ,$226.71 
Facebook,3/29/22,$229.86 ,31417860,$226.07 ,$230.89 ,$225.29 
Facebook,3/28/22,$223.59 ,26224140,$222.13 ,$224.04 ,$219.54 
Facebook,3/25/22,$221.82 ,40039030,$220.51 ,$225.50 ,$218.89 
Facebook,3/24/22,$219.57 ,31502310,$215.00 ,$220.67 ,$214.79 
Facebook,3/23/22,$213.46 ,23717320,$213.33 ,$216.80 ,$212.16 
Facebook,3/22/22,$216.65 ,31998800,$211.37 ,$219.46 ,$210.18 
Facebook,3/21/22,$211.49 ,30142340,$214.50 ,$214.71 ,$207.63 
Facebook,3/18/22,$216.49 ,52127980,$206.70 ,$216.80 ,$206.00 
Facebook,3/17/22,$207.84 ,29499680,$201.70 ,$208.04 ,$201.11 
Facebook,3/16/22,$203.63 ,40640260,$194.70 ,$203.73 ,$194.52 
Facebook,3/15/22,$192.03 ,31721680,$190.80 ,$192.28 ,$185.91 
Facebook,3/14/22,$186.63 ,31010460,$187.03 ,$192.29 ,$185.82 
Facebook,3/11/22,$187.61 ,34694530,$192.64 ,$193.56 ,$186.67 
Facebook,3/10/22,$195.21 ,24852980,$194.84 ,$196.28 ,$191.07 
Facebook,3/9/22,$198.50 ,31894700,$195.74 ,$199.10 ,$193.92 
Facebook,3/8/22,$190.29 ,37508150,$187.85 ,$196.70 ,$186.11 
Facebook,3/7/22,$187.47 ,38560610,$200.79 ,$200.89 ,$187.28 
Facebook,3/4/22,$200.06 ,32146260,$202.37 ,$205.89 ,$198.79 
Facebook,3/3/22,$202.97 ,27263520,$209.02 ,$209.08 ,$201.42 
Facebook,3/2/22,$208.11 ,29452150,$204.78 ,$209.15 ,$202.02 
Facebook,3/1/22,$203.49 ,27094900,$209.87 ,$211.75 ,$202.22 
Facebook,2/28/22,$211.03 ,34239800,$207.68 ,$213.15 ,$206.83 
Facebook,2/25/22,$210.48 ,37627550,$204.94 ,$211.32 ,$203.18 
Facebook,2/24/22,$207.60 ,49957170,$191.06 ,$208.35 ,$190.22 
Facebook,2/23/22,$198.45 ,44481360,$204.16 ,$206.94 ,$198.05 
Facebook,2/22/22,$202.08 ,39852390,$202.34 ,$207.48 ,$200.06 
Facebook,2/18/22,$206.16 ,37128440,$209.39 ,$210.75 ,$205.18 
Facebook,2/17/22,$207.71 ,38747530,$214.02 ,$217.50 ,$207.16 
Facebook,2/16/22,$216.54 ,45817460,$212.41 ,$217.46 ,$212.36 
Facebook,2/15/22,$221.00 ,42685470,$220.47 ,$221.15 ,$215.06 
Facebook,2/14/22,$217.70 ,38184040,$219.31 ,$221.00 ,$214.78 
Facebook,2/11/22,$219.55 ,46156940,$228.46 ,$230.42 ,$218.77 
Facebook,2/10/22,$228.07 ,49310360,$228.27 ,$235.00 ,$226.70 
Facebook,2/9/22,$232.00 ,86563280,$224.20 ,$233.37 ,$222.21 
Facebook,2/8/22,$220.18 ,94729670,$220.85 ,$225.77 ,$216.15 
Facebook,2/7/22,$224.91 ,88613830,$237.70 ,$238.30 ,$224.01 
Facebook,2/4/22,$237.09 ,89342250,$234.97 ,$242.61 ,$230.11 
Facebook,2/3/22,$237.76 ,188119900,$244.65 ,$248.00 ,$235.75 
Facebook,2/2/22,$323.00 ,58458280,$327.82 ,$328.00 ,$316.87 
Facebook,2/1/22,$319.00 ,18023800,$314.56 ,$319.66 ,$312.12 
Facebook,1/31/22,$313.26 ,21579470,$300.68 ,$313.79 ,$299.32 
Facebook,1/28/22,$301.71 ,21871620,$295.62 ,$301.90 ,$293.03 
Facebook,1/27/22,$294.64 ,21629920,$297.75 ,$301.71 ,$294.26 
Facebook,1/26/22,$294.63 ,28348800,$307.01 ,$307.51 ,$290.85 
Facebook,1/25/22,$300.15 ,25108450,$299.95 ,$306.23 ,$297.58 
Facebook,1/24/22,$308.71 ,38936900,$297.84 ,$309.53 ,$289.01 
Facebook,1/21/22,$303.17 ,28710720,$314.81 ,$318.31 ,$303.04 
Facebook,1/20/22,$316.56 ,16925030,$323.90 ,$327.82 ,$315.98 
Facebook,1/19/22,$319.59 ,20814740,$319.58 ,$327.10 ,$319.33 
Facebook,1/18/22,$318.15 ,22677330,$323.29 ,$324.21 ,$317.64 
Facebook,1/14/22,$331.90 ,16868500,$321.79 ,$332.73 ,$321.21 
Facebook,1/13/22,$326.48 ,14797110,$334.98 ,$335.63 ,$325.76 
Facebook,1/12/22,$333.26 ,14104860,$335.18 ,$336.37 ,$330.03 
Facebook,1/11/22,$334.37 ,16226850,$326.78 ,$334.63 ,$325.28 
Facebook,1/10/22,$328.07 ,24942380,$325.31 ,$328.34 ,$315.43 
Facebook,1/7/22,$331.79 ,14722020,$332.74 ,$337.00 ,$328.88 
Facebook,1/6/22,$332.46 ,27962810,$322.82 ,$339.17 ,$322.72 
Facebook,1/5/22,$324.17 ,20564520,$333.02 ,$335.76 ,$323.84 
Facebook,1/4/22,$336.53 ,15997970,$339.95 ,$343.09 ,$331.87 
Facebook,1/3/22,$338.54 ,14562850,$338.30 ,$341.08 ,$337.19 
Amazon,12/29/22,$84.18 ,54995900,$82.87 ,$84.55 ,$82.55 
Amazon,12/28/22,$81.82 ,58228580,$82.80 ,$83.48 ,$81.69 
Amazon,12/27/22,$83.04 ,57284040,$84.97 ,$85.35 ,$83.00 
Amazon,12/23/22,$85.25 ,57433660,$83.25 ,$85.78 ,$82.93 
Amazon,12/22/22,$83.79 ,81431310,$85.52 ,$85.68 ,$82.25 
Amazon,12/21/22,$86.77 ,59267160,$86.18 ,$87.23 ,$85.21 
Amazon,12/20/22,$85.19 ,74348300,$85.33 ,$86.61 ,$84.33 
Amazon,12/19/22,$84.92 ,83531460,$87.51 ,$87.63 ,$84.51 
Amazon,12/16/22,$87.86 ,146144100,$88.27 ,$89.35 ,$86.73 
Amazon,12/15/22,$88.45 ,84802880,$89.89 ,$89.97 ,$87.47 
Amazon,12/14/22,$91.58 ,70298010,$92.50 ,$93.46 ,$89.87 
Amazon,12/13/22,$92.49 ,100212000,$95.23 ,$96.25 ,$90.52 
Amazon,12/12/22,$90.55 ,61999760,$89.21 ,$90.58 ,$87.87 
Amazon,12/9/22,$89.09 ,67398510,$88.90 ,$90.30 ,$88.63 
Amazon,12/8/22,$90.35 ,73305890,$89.24 ,$90.86 ,$87.88 
Amazon,12/7/22,$88.46 ,68086880,$88.34 ,$89.89 ,$87.48 
Amazon,12/6/22,$88.25 ,75503630,$90.50 ,$91.04 ,$87.90 
Amazon,12/5/22,$91.01 ,71535530,$93.05 ,$94.06 ,$90.82 
Amazon,12/2/22,$94.13 ,72496390,$94.48 ,$95.36 ,$93.78 
Amazon,12/1/22,$95.50 ,68487970,$96.99 ,$97.23 ,$94.92 
Amazon,11/30/22,$96.54 ,102805800,$92.47 ,$96.54 ,$91.53 
Amazon,11/29/22,$92.42 ,65567290,$94.04 ,$94.41 ,$91.44 
Amazon,11/28/22,$93.95 ,75062320,$93.93 ,$96.40 ,$93.43 
Amazon,11/25/22,$93.41 ,35088610,$93.79 ,$94.43 ,$93.07 
Amazon,11/23/22,$94.13 ,59414680,$93.24 ,$94.58 ,$92.83 
Amazon,11/22/22,$93.20 ,62191960,$92.62 ,$93.35 ,$90.87 
Amazon,11/21/22,$92.46 ,84330270,$93.97 ,$95.02 ,$90.59 
Amazon,11/18/22,$94.14 ,72428190,$95.95 ,$95.99 ,$92.48 
Amazon,11/17/22,$94.85 ,82617870,$95.37 ,$96.97 ,$94.03 
Amazon,11/16/22,$97.12 ,87958830,$96.85 ,$98.49 ,$95.54 
Amazon,11/15/22,$98.94 ,111336300,$103.21 ,$103.79 ,$97.34 
Amazon,11/14/22,$98.49 ,99533070,$98.77 ,$100.12 ,$97.29 
Amazon,11/11/22,$100.79 ,111590500,$97.88 ,$101.19 ,$96.66 
Amazon,11/10/22,$96.63 ,173414900,$92.94 ,$98.69 ,$91.65 
Amazon,11/9/22,$86.14 ,90796250,$89.47 ,$89.48 ,$85.87 
Amazon,11/8/22,$89.98 ,88703370,$90.79 ,$91.72 ,$88.23 
Amazon,11/7/22,$90.53 ,77495730,$91.95 ,$92.10 ,$89.04 
Amazon,11/4/22,$90.98 ,129101300,$91.49 ,$92.44 ,$88.04 
Amazon,11/3/22,$89.30 ,136683300,$92.47 ,$93.50 ,$89.02 
Amazon,11/2/22,$92.12 ,135761800,$97.32 ,$97.74 ,$92.01 
Amazon,11/1/22,$96.79 ,153370000,$103.99 ,$104.58 ,$96.06 
Amazon,10/31/22,$102.44 ,99251400,$103.56 ,$104.87 ,$100.74 
Amazon,10/28/22,$103.41 ,223133400,$97.91 ,$103.96 ,$97.66 
Amazon,10/27/22,$110.96 ,129605400,$113.92 ,$114.12 ,$109.77 
Amazon,10/26/22,$115.66 ,69002460,$116.00 ,$119.35 ,$114.76 
Amazon,10/25/22,$120.60 ,50934610,$119.65 ,$121.32 ,$118.95 
Amazon,10/24/22,$119.82 ,49531520,$119.98 ,$120.39 ,$116.57 
Amazon,10/21/22,$119.32 ,55660490,$114.79 ,$119.59 ,$114.50 
Amazon,10/20/22,$115.25 ,48795100,$113.83 ,$118.24 ,$113.51 
Amazon,10/19/22,$115.07 ,47198120,$114.71 ,$116.59 ,$113.22 
Amazon,10/18/22,$116.36 ,65607450,$119.06 ,$119.52 ,$114.79 
Amazon,10/17/22,$113.79 ,62781990,$110.11 ,$114.19 ,$110.09 
Amazon,10/14/22,$106.90 ,67737340,$114.10 ,$114.96 ,$106.60 
Amazon,10/13/22,$112.53 ,86868100,$107.88 ,$113.44 ,$105.35 
Amazon,10/12/22,$112.90 ,45728660,$112.49 ,$113.83 ,$111.40 
Amazon,10/11/22,$112.21 ,56432230,$112.71 ,$115.48 ,$110.39 
Amazon,10/10/22,$113.67 ,42339680,$115.10 ,$116.25 ,$112.43 
Amazon,10/7/22,$114.56 ,54677980,$118.00 ,$118.17 ,$113.88 
Amazon,10/6/22,$120.30 ,42253760,$120.77 ,$121.53 ,$119.50 
Amazon,10/5/22,$120.95 ,48217540,$118.58 ,$121.75 ,$117.69 
Amazon,10/4/22,$121.09 ,62812560,$119.89 ,$123.00 ,$119.79 
Amazon,10/3/22,$115.88 ,50941850,$113.58 ,$116.91 ,$112.45 
Amazon,9/30/22,$113.00 ,59479590,$114.08 ,$116.92 ,$112.84 
Amazon,9/29/22,$114.80 ,58969710,$115.60 ,$116.07 ,$113.06 
Amazon,9/28/22,$118.01 ,55763750,$114.38 ,$118.70 ,$113.80 
Amazon,9/27/22,$114.41 ,60094690,$117.20 ,$118.32 ,$113.05 
Amazon,9/26/22,$115.15 ,62723270,$113.30 ,$117.34 ,$113.13 
Amazon,9/23/22,$113.78 ,65126670,$116.00 ,$116.05 ,$112.06 
Amazon,9/22/22,$117.31 ,55229190,$117.08 ,$118.79 ,$116.26 
Amazon,9/21/22,$118.54 ,58498890,$122.49 ,$123.76 ,$118.45 
Amazon,9/20/22,$122.19 ,47698430,$123.35 ,$124.40 ,$121.14 
Amazon,9/19/22,$124.66 ,47279730,$122.16 ,$124.71 ,$121.80 
Amazon,9/16/22,$123.53 ,115667800,$122.78 ,$123.87 ,$120.70 
Amazon,9/15/22,$126.28 ,52887200,$127.38 ,$130.37 ,$125.50 
Amazon,9/14/22,$128.55 ,45316770,$127.36 ,$128.84 ,$126.33 
Amazon,9/13/22,$126.82 ,72694010,$131.01 ,$131.40 ,$126.27 
Amazon,9/12/22,$136.45 ,53826860,$134.10 ,$136.49 ,$134.00 
Amazon,9/9/22,$133.27 ,49422260,$130.91 ,$133.69 ,$130.76 
Amazon,9/8/22,$129.82 ,43988510,$127.72 ,$130.28 ,$127.10 
Amazon,9/7/22,$129.48 ,47834490,$126.12 ,$129.82 ,$125.40 
Amazon,9/6/22,$126.11 ,43888590,$127.92 ,$128.62 ,$124.74 
Amazon,9/2/22,$127.51 ,57429830,$129.50 ,$131.38 ,$126.39 
